id,linguagem,dificuldade,pergunta,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,palavra_chave,explicacao
SQQ229,SQL,Media,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ230,SQL,Media,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ231,SQL,Dificil,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ232,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ233,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ234,SQL,Hard,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ235,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ236,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ237,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ238,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ239,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ240,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ241,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ242,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ243,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ244,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ245,SQL,Dificil,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ246,SQL,Media,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ247,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ248,SQL,Hard,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ249,SQL,Simples,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ250,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ251,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ252,SQL,Dificil,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ253,SQL,Simples,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ254,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ255,SQL,Media,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ256,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ257,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ258,SQL,Media,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ259,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ260,SQL,Media,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ261,SQL,Hard,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ262,SQL,Dificil,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ263,SQL,Dificil,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ264,SQL,Media,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ265,SQL,Dificil,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ266,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ267,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ268,SQL,Simples,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ269,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ270,SQL,Hard,O que a palavra-chave 'ORDER BY' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,ORDER BY,A palavra-chave ORDER BY é usada frequentemente em SQL.
SQQ271,SQL,Hard,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ272,SQL,Hard,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ273,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ274,SQL,Simples,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ275,SQL,Dificil,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ276,SQL,Hard,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ277,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ278,SQL,Media,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ279,SQL,Simples,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ280,SQL,Hard,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ281,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ282,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ283,SQL,Hard,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ284,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ285,SQL,Media,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ286,SQL,Hard,O que a palavra-chave 'UPDATE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,UPDATE,A palavra-chave UPDATE é usada frequentemente em SQL.
SQQ287,SQL,Simples,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ288,SQL,Hard,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ289,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ290,SQL,Dificil,O que a palavra-chave 'DELETE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,DELETE,A palavra-chave DELETE é usada frequentemente em SQL.
SQQ291,SQL,Hard,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ292,SQL,Simples,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ293,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ294,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ295,SQL,Simples,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ296,SQL,Media,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ297,SQL,Dificil,O que a palavra-chave 'JOIN' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,JOIN,A palavra-chave JOIN é usada frequentemente em SQL.
SQQ298,SQL,Hard,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ299,SQL,Simples,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ300,SQL,Media,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
SQQ301,SQL,Hard,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ302,SQL,Media,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ303,SQL,Dificil,O que a palavra-chave 'SELECT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,SELECT,A palavra-chave SELECT é usada frequentemente em SQL.
SQQ304,SQL,Hard,O que a palavra-chave 'INSERT' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,INSERT,A palavra-chave INSERT é usada frequentemente em SQL.
SQQ305,SQL,Simples,O que a palavra-chave 'WHERE' faz em SQL?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,WHERE,A palavra-chave WHERE é usada frequentemente em SQL.
